350
38 38
43 23 51352
27 15 99307
11 5 63373
11 8 137874
45 24 208605
4 9 103926
37 10 98202
28 16 7973
3 20 68744
39 15 119005
3 46 145934
4 15 50995
40 28 114575
39 5 123199
15 45 169688
7 8 162209
47 38 157930
40 44 114259
30 9 77887
20 17 167117
9 36 88288
34 32 222152
43 44 70488
27 2 55608
34 40 182320
24 43 120544
21 13 50803
27 22 81663
43 13 53580
25 33 86010
21 37 111382
23 13 99004
39 2 100488
2 42 118455
30 19 95766
15 13 116758
20 41 167870
32 11 64707
36 20 42228
31 19 151184
17 29 210498
23 38 62266
36 34 197225
43 42 43194
46 1 94333
48 11 58236
38 5 142716
37 38 114426
21 5 139672
41 34 165485
41 24 152079
42 45 146732
18 11 76713
38 26 100474
17 27 174741
36 8 124467
9 21 67466
37 2 12591
26 43 89560
40 43 53181
22 30 138681
14 34 171733
17 10 169809
28 46 137214
31 36 80506
42 8 149990
17 26 93136
30 28 135844
26 10 76673
2 3 71722
48 26 131209
4 48 63677
37 44 53393
10 23 86452
30 3 144564
38 30 99690
25 12 103296
33 47 166769
29 21 152082
10 19 58939
9 32 121418
45 36 135074
1 6 35103
21 17 131558
14 36 75272
8 10 141896
18 36 45136
25 8 95156
36 21 107876
18 6 43192
19 2 94774
5 36 31796
14 25 113477
4 30 143283
18 25 120966
35 34 183824
15 29 71808
39 30 126167
16 12 56709
41 1 116484
21 44 67337
32 36 49262
6 14 9659
25 16 132510
35 17 137009
23 47 125691
9 22 105946
44 42 113682
35 8 66083
13 14 79946
45 44 85187
30 44 77758
10 11 133285
20 48 54924
31 46 181753
32 6 60078
22 36 146356
29 43 144212
14 31 155752
22 16 105741
47 29 149869
29 41 97699
36 30 127645
31 27 145199
33 32 148451
21 10 38251
4 26 96549
37 13 85650
44 29 94093
43 21 79279
48 10 99593
48 3 57632
30 20 96326
36 40 64372
3 12 73402
11 37 35083
31 39 171909
14 18 52851
20 26 115384
12 31 143312
43 12 83812
3 35 123161
14 38 129907
41 4 158286
22 37 148179
16 47 66731
11 1 54698
34 24 199425
42 7 97418
8 18 136698
6 7 79502
39 16 98833
18 48 33440
18 35 88656
19 3 102337
17 46 89927
3 11 94214
10 38 51942
3 23 112522
19 16 101590
6 21 99306
33 35 56937
41 14 134852
25 43 91064
12 17 189954
48 39 79707
31 43 180512
37 3 59131
8 14 132240
39 32 140665
43 18 66142
47 19 101099
32 8 157597
11 29 75783
13 4 105537
26 5 111964
42 25 134258
30 26 138623
47 28 58758
43 3 118791
37 42 112876
12 47 123440
10 14 84954
19 25 139516
45 1 117403
46 19 136247
33 18 127552
19 44 135576
10 28 73894
6 11 89801
38 20 97220
24 15 75495
44 8 74580
15 25 143349
24 21 100874
36 10 101708
5 25 140531
40 47 122416
29 48 115770
37 33 118827
41 11 171182
4 27 81074
4 33 130959
5 16 111126
41 23 167836
6 46 119867
48 46 97871
43 1 96044
23 8 55472
28 2 80442
19 29 119679
18 10 107170
16 27 65497
42 11 140947
26 8 142093
22 1 138033
13 7 109367
46 7 149746
4 2 25466
44 18 62118
10 1 103131
27 37 68199
24 20 98776
25 40 144245
37 35 83168
31 29 106810
11 9 101695
18 41 146386
47 13 128293
44 5 81683
3 21 111999
16 7 70128
29 28 108551
43 39 112409
33 19 164525
35 28 114441
12 18 17670
11 34 201349
32 24 116177
45 39 193572
23 28 103802
16 30 127871
4 16 95711
19 45 170413
7 35 117404
20 43 100508
14 21 108965
16 2 88415
41 9 187101
37 5 35302
38 27 133376
17 11 204881
4 12 79187
39 47 165564
37 46 115510
45 26 190964
43 14 118993
36 6 84905
43 17 177722
26 13 89225
44 4 66268
37 32 52768
45 30 162945
22 41 175506
22 24 136520
23 19 118227
35 9 29904
23 14 76796
32 18 94398
14 9 96065
14 3 35726
14 27 65782
48 2 76556
30 11 141052
33 43 97650
34 13 114635
31 28 151863
15 38 118092
7 18 98150
20 10 59499
7 39 144417
10 41 175277
44 11 63294
11 23 82430
27 6 56123
15 17 138690
25 48 94602
42 28 102666
6 16 9374
17 6 192780
37 28 67851
23 24 142554
45 46 91083
11 24 141686
24 17 155588
9 45 123588
45 48 120941
3 18 69259
6 37 81399
14 40 139618
14 4 85583
34 21 140334
24 6 56099
23 5 100819
20 8 165258
25 17 86658
41 44 148700
39 36 91403
9 34 203297
46 47 160278
28 20 60024
30 5 159441
3 16 16693
26 44 105759
1 25 91064
45 28 169853
3 38 107877
38 45 92624
7 27 101747
10 15 110637
18 13 119722
10 42 82601
5 27 96489
28 26 82297
32 41 190752
23 18 81254
32 19 93944
47 5 144471
2 7 69111
6 9 105720
31 25 178495
25 24 179235
10 32 135373
38 22 128673
32 47 136183
12 40 127178
42 3 111395
47 27 120673
47 36 112675
8 2 115382
5 14 107042
31 8 83328
3 36 62637
24 30 150631
11 12 66930
2 5 40881
9 17 145635
34 39 191404
25 32 141890
33 12 109882
28 22 97768
35 23 10639
40 11 95949
39 46 170502
8 3 167966
32 35 106903
21 22 38480
28 12 64682
13 30 49398
36 1 75038
13 24 101233
6 38 120248
18 2 54221
23 4 84661
3 39 115526
22 18 158307
14 30 129344
45 3 178573
38 35 51627
40 5 81157
17 23 126370
5 48 110372
13 42 70049
38 31 191426
8 5 132038
5 22 178152
35 27 102023
29 4 60587
12 36 62806
10 22 76731
25 45 87814
43 38 10914
47 20 83089
35 12 70986
21 19 97171
26 16 90270
45 6 152506
48 8 110334
42 39 146818
14 12 37676
24 3 47472
14 28 27006
24 4 126490
10 39 89321
32 16 69452
25 9 58977
13 5 120952
29 2 53291
21 35 58840
28 21 112145
35 6 97094
45 8 159767
37 17 169798
34 26 178756
31 32 129768
18 20 80352
39 12 63937
22 42 159332
40 26 72562
18 34 152089
20 46 77190
1 47 111208
19 48 133409
24 37 106603
26 19 93879
2 44 40802
28 48 48912
33 45 150621
41 5 173701
32 12 107413
15 48 85655
44 23 19136
1 9 70617
41 13 187829
46 2 102919
23 48 54890
13 10 12552
34 38 154025
46 13 124118
7 43 81766
31 15 115120
6 48 31565
19 35 107588
27 32 97823
33 29 159527
36 4 16381
25 29 152941
13 9 118269
7 45 185304
24 47 97510
5 34 181787
30 34 164033
45 34 97626
9 37 91794
24 48 87664
21 7 58564
41 48 112946
29 12 100000
39 20 123697
14 2 84331
46 14 110208
40 37 67878
4 8 140105
15 34 194161
7 5 91822
27 26 81605
7 37 56520
36 25 108735
16 9 115094
1 38 106958
14 29 112440
15 22 117071
23 6 86455
44 17 145506
46 16 129241
7 24 82594
36 7 60026
10 44 105588
12 26 135962
31 11 112083
36 16 79330
20 27 98817
16 10 65921
42 33 140844
2 11 22492
37 18 41630
10 25 126164
31 5 48710
34 17 230978
48 13 87041
41 7 175482
28 8 159246
30 42 91245
7 44 109913
2 9 79203
22 29 116236
38 33 108564
43 41 212528
41 25 207548
32 1 95181
4 7 76407
10 45 144566
23 30 58622
23 46 42981
33 36 115321
17 14 200135
29 16 116524
29 13 126350
38 29 155126
12 7 115820
26 22 76902
33 16 138886
40 42 44998
44 47 143424
47 4 129056
16 24 46725
1 35 61991
46 25 3269
28 11 102934
30 27 143384
4 34 213606
40 23 104533
48 40 142948
15 19 99149
28 25 140483
30 15 162259
43 2 109091
17 5 205100
48 14 21906
9 3 131787
19 39 123137
35 41 178475
44 3 93386
32 15 83876
3 28 8720
35 45 114989
48 22 141571
38 19 77789
27 39 145582
15 44 84501
22 45 191004
5 12 94602
11 16 99175
3 15 28023
31 37 84012
4 5 48177
17 8 181814
34 10 102083
13 12 102811
36 41 141905
45 13 142916
15 40 77832
3 33 122193
41 17 268584
42 46 137527
29 20 79422
33 39 173819
34 12 134419
13 17 182361
21 42 120852
32 45 168204
13 8 135238
6 41 130674
9 48 74155
25 30 98334
6 13 87847
34 31 133077
14 16 19033
1 37 71532
7 33 108239
39 17 208323
1 19 136947
16 37 75824
41 37 138399
4 20 58609
40 4 80753
7 25 146477
46 38 105275
36 26 80197
36 19 85689
32 44 83017
3 7 53435
6 26 99644
46 29 156210
44 33 65434
44 36 49903
5 18 76932
43 9 70645
31 30 169168
20 37 38722
1 17 177722
8 19 173671
7 31 140532
21 26 38422
37 12 59300
27 48 87688
1 31 155544
36 35 79662
29 45 179280
20 44 90678
6 34 162074
27 3 82190
46 26 129604
7 10 96815
23 37 72558
41 21 137026
27 43 122462
9 31 119526
8 43 106796
22 7 97044
36 29 44206
42 29 143360
29 3 99831
25 26 126335
48 38 110496
48 36 78576
16 41 121300
26 37 76662
39 9 146786
41 26 175448
22 8 88338
1 48 3538
2 40 73457
11 25 122142
19 12 148495
6 33 132753
11 38 142497
26 47 115912
46 36 112004
47 9 139736
7 40 52420
27 12 103458
27 40 129065
16 42 94693
35 16 106468
24 33 169665
48 12 15770
43 15 107178
23 32 102153
38 4 94539
10 12 115363
40 22 149464
36 11 31577
6 30 137245
11 19 117266
46 33 89279
3 13 95166
41 2 150990
1 3 61170
2 24 119194
1 33 97650
29 32 93468
48 17 181260
28 17 175433
26 23 86623
10 24 112646
28 5 103153
3 26 73577
41 15 150070
14 22 124774
33 28 130913
5 32 81058
18 28 60539
39 22 144717
47 14 85764
48 21 103091
20 23 109814
40 16 122548
47 37 109169
10 40 80237
32 28 77425
38 13 50292
42 36 109370
35 46 53620
9 28 123067
26 7 20142
8 41 223280
23 39 127521
36 17 173304
17 32 200899
48 47 107670
32 21 141006
18 19 130825
22 6 115115
4 45 151455
23 2 59938
21 1 99553
31 20 122734
45 17 174472
32 2 42215
14 35 87435
17 19 187015
21 11 121283
39 21 106237
27 1 91226
45 31 215580
24 18 99291
16 31 159836
33 2 106236
42 15 122830
20 9 129079
7 9 126030
47 6 76105
37 15 31108
22 20 122098
43 5 131802
24 39 145558
22 23 86681
26 15 45554
38 28 116597
33 26 128381
14 45 142847
14 33 123121
34 20 161563
13 44 118140
18 55
6 13 517643
1 10 288229
6 9 435514
9 3 88735
18 14 35455
9 15 73946
5 13 121956
18 4 225971
17 16 241791
1 13 69193
14 15 167874
3 17 196882
5 4 327786
7 4 63694
8 7 229639
7 12 233793
11 9 103784
10 16 325234
2 8 75897
4 17 71766
11 3 15049
6 16 610260
4 3 209980
7 13 150436
5 17 314688
16 13 256767
12 11 102556
10 17 258635
17 9 110603
9 14 101614
11 4 225029
17 8 94179
16 5 370423
13 12 83357
11 8 117752
18 13 11841
14 12 100386
5 1 191149
2 7 305536
13 10 232617
12 15 75174
12 17 109375
2 17 170076
1 6 542863
11 14 34513
6 18 529484
18 7 162277
1 9 140197
12 4 181141
7 9 235021
15 10 224434
18 3 15991
9 10 150488
9 16 174746
2 10 240353
30 421
19 7 96473
21 24 160226
2 3 101034
16 4 91434
18 6 141789
20 15 371391
27 24 40195
24 7 159552
9 2 152759
5 4 196886
18 12 125939
26 29 100732
18 7 91764
13 1 179232
16 14 44747
22 15 34987
4 22 112795
21 2 128136
29 28 129379
4 24 114080
16 7 136906
16 12 153610
23 17 34325
21 11 92575
9 18 156751
8 12 148116
10 24 111797
28 1 141182
20 1 395417
21 9 209773
22 19 61794
29 21 131584
10 22 135599
20 18 322578
9 25 164630
20 9 378013
5 6 292383
5 27 260294
3 24 130464
6 16 176976
7 25 91272
13 4 105618
27 18 115720
23 7 102932
5 24 282418
29 18 78562
13 15 1179
24 22 121150
13 12 141163
1 12 198778
20 12 388701
6 15 190602
27 20 382939
8 30 101137
18 17 45493
13 10 129043
19 15 54059
2 18 71126
19 4 51001
5 11 210387
25 22 131760
2 15 81325
7 28 67523
13 7 151090
28 2 128271
1 16 164427
25 5 242686
10 12 204491
22 14 66108
9 14 134187
1 26 113385
29 17 114637
2 7 151692
28 9 188379
20 4 309054
15 14 58373
23 11 41303
29 27 151235
13 22 36166
27 8 110036
4 18 46292
18 26 40546
19 6 146498
25 21 130231
30 9 197131
7 12 125119
6 25 174065
30 6 252687
3 11 69461
26 23 51714
30 3 140806
18 22 66503
12 15 139984
6 4 128265
21 22 141694
22 26 107049
2 24 107592
7 29 155140
27 7 119357
21 17 143448
8 11 2190
10 27 151992
26 20 303308
17 14 88237
24 12 158096
20 22 379126
11 27 112226
26 3 10638
30 1 199981
24 30 170978
9 12 245975
27 4 73885
7 21 129903
4 30 124422
22 5 263886
3 18 29908
8 18 37363
10 25 177379
20 21 338985
11 10 86480
14 2 52550
29 25 153128
28 15 82388
23 30 140250
26 12 88583
23 19 6459
10 5 296867
6 28 150316
8 23 39113
18 13 59947
7 30 169894
14 25 129068
26 15 99314
5 2 245948
28 13 83567
4 9 187857
26 4 8936
29 16 60617
19 9 152042
18 11 39553
3 29 108470
15 5 256151
16 30 131085
16 26 85688
8 28 90520
16 28 96014
8 19 32654
10 8 84290
11 25 116459
13 21 135138
13 23 48779
28 27 95936
5 26 191140
23 2 72876
11 12 150306
2 20 393704
19 29 73853
5 30 313714
30 10 155829
27 26 82821
7 17 133372
5 23 221578
29 4 109668
2 8 37751
23 14 53912
16 19 40433
16 2 67699
27 6 202150
9 17 192826
22 12 174971
1 6 214628
26 17 86039
3 5 180502
5 21 248549
18 21 97955
11 24 72031
7 3 61856
21 23 109123
24 26 123016
28 30 107072
22 7 158267
3 19 34617
12 3 96031
27 2 140785
7 14 128740
17 30 172921
24 8 69841
23 25 76425
28 12 57596
15 1 178053
18 5 210410
21 12 164078
12 25 81345
17 1 178148
20 25 337096
27 16 138526
29 23 80312
20 10 444231
28 11 92710
21 3 68047
23 10 123403
29 5 249396
18 14 52162
2 26 97284
6 24 242345
20 23 329321
22 23 55335
10 21 145077
1 4 119131
20 3 292670
11 30 103327
9 3 186659
6 17 187282
1 8 134479
5 9 327585
8 13 44753
10 15 127864
21 27 158316
17 22 89660
25 8 114269
28 18 68343
2 29 74570
25 15 106137
23 9 158501
10 7 187608
10 19 116944
3 6 111881
16 22 21361
26 19 45255
14 8 14799
26 6 122519
24 9 180359
6 11 181342
10 18 121653
15 23 47600
8 17 73438
9 6 298540
4 3 16384
15 16 13626
21 4 84431
14 27 124835
5 14 227376
22 30 152446
17 15 81925
5 1 193063
2 4 106220
3 25 62184
27 30 198307
24 1 204320
6 13 191781
19 12 130648
8 22 51309
1 11 132592
10 6 263442
19 27 111011
13 11 46943
15 18 58768
14 1 149278
28 24 100500
3 16 75050
8 6 179152
17 16 68299
1 29 171601
28 3 38435
4 11 70659
9 26 178921
7 6 173737
29 9 78189
20 30 403689
26 7 54408
10 28 153630
8 7 113941
8 4 68469
2 6 212915
17 20 294996
5 13 257330
7 9 168732
13 17 83104
20 8 359941
14 28 105319
15 4 104439
13 25 107316
5 17 255903
23 18 11168
16 18 45142
23 27 104552
1 22 185788
2 17 107201
13 19 55238
15 11 45764
13 3 89855
19 18 4709
2 19 66417
8 16 29948
12 29 168418
13 30 145890
3 8 67271
28 5 218937
4 10 142136
29 15 46991
20 7 354526
4 25 45800
4 12 79647
23 1 143823
2 1 97031
24 19 102495
28 19 73052
22 2 89060
11 19 34844
16 25 110399
1 3 102747
30 29 118942
13 20 372570
9 8 119388
8 5 212577
25 19 82884
24 13 101109
22 27 159887
30 18 138500
10 29 125489
29 22 81978
13 9 124001
12 23 137107
25 24 124249
7 5 242358
25 27 119685
9 16 138806
1 27 193016
18 24 107204
23 16 33974
28 17 65849
24 29 111040
21 6 179928
25 18 87593
15 30 144711
22 28 117375
3 14 82070
24 15 102288
19 20 327287
1 9 249790
24 14 84640
14 20 374740
13 14 59552
25 2 149301
11 14 16989
16 10 114238
15 27 142483
20 24 423134
26 8 59533
30 12 49476
12 6 207912
4 28 22051
3 27 90269
22 3 96411
27 9 220554
30 26 133358
25 30 130821
14 30 86338
19 1 137364
25 17 42100
17 12 123445
2 10 121634
9 22 160167
23 28 79511
13 16 14805
3 10 151561
21 14 75586
4 7 45472
15 3 88676
14 26 74332
20 11 362131
24 16 99789
28 20 331105
17 4 87900
25 28 23749
27 17 123476
10 1 218665
14 19 47453
6 14 193951
21 15 133959
26 21 78685
14 29 55998
14 10 69491
10 9 68562
5 12 276533
5 19 215119
29 6 220351
26 10 143823
21 16 120333
29 11 39009
24 17 143279
26 13 100493
30 21 161924
27 12 153532
5 20 419435
21 28 106482
21 8 90385
5 16 242525
18 1 132655
16 20 357765
3 23 41076
2 12 152426
12 14 135814
21 19 102664
22 11 53499
26 11 61723
8 29 41199
11 7 116131
20 6 180789
15 7 149911
13 29 45812
26 25 54736
19 17 40784
4 23 57460
7 1 164603
11 9 117198
4 14 83268
13 2 82504
17 3 75401
23 6 152957
30 19 133791
43 586
13 22 125441
14 22 161532
39 23 157216
28 9 52456
42 32 83314
38 40 37959
23 3 122184
22 33 80849
37 35 128421
10 33 125888
12 19 92618
9 23 114894
24 16 97834
28 29 113556
12 6 191364
11 37 163556
35 30 67095
39 42 76023
28 2 206382
36 37 42292
42 10 67440
30 28 97908
23 8 137036
39 24 103460
36 3 107665
24 17 85645
1 11 145421
24 13 11852
32 5 118453
21 35 249495
36 28 66061
7 4 81803
22 2 291797
23 35 136537
4 25 63827
39 8 111913
6 43 46840
19 8 128944
37 14 135202
2 5 244231
32 6 218975
21 43 274128
28 8 74598
32 40 67722
25 16 85269
38 6 175440
5 20 72086
20 37 70621
43 29 137663
36 10 103795
7 12 79351
31 28 127352
15 38 94136
28 15 64448
29 21 216236
31 37 144560
20 11 105061
41 6 128666
37 13 68327
42 4 151452
1 34 141739
27 37 177862
24 31 99178
43 2 262316
16 32 139494
37 30 97215
28 35 158770
30 43 102558
10 6 152887
30 17 7165
39 19 127755
22 39 181760
23 1 100158
13 9 92482
28 41 170799
37 5 137316
30 7 129743
20 35 125634
18 38 138742
39 32 85095
24 20 6063
9 2 231263
19 23 70513
24 8 102772
2 33 242403
36 39 81194
7 31 174486
30 39 111239
14 40 113673
39 21 174079
29 18 147805
6 9 188617
3 13 89607
36 18 100310
32 33 125037
4 29 154277
32 20 116814
16 37 93301
5 18 93083
5 27 160747
34 27 134989
10 17 98584
10 35 70584
29 42 31430
43 1 142636
23 27 205668
38 13 84757
1 41 150634
23 7 93319
13 14 82496
43 31 164017
18 34 67325
20 18 68486
10 28 106570
30 33 56592
3 37 146127
2 18 240631
25 10 74009
39 26 144718
2 38 228393
6 29 184503
41 13 185175
5 42 132101
12 28 96497
5 9 52685
3 34 83266
1 3 131801
21 28 150774
27 17 163457
22 31 143963
6 26 212818
9 38 106128
22 15 103981
36 1 24136
23 5 127862
40 3 128428
25 21 148188
35 11 183287
11 17 143787
23 11 160837
41 23 221326
13 30 80958
40 4 135860
25 23 154171
25 36 139652
11 14 169642
7 6 205310
3 14 160525
41 33 190117
42 38 22367
39 6 246534
10 24 109094
36 24 37887
3 30 52742
27 6 285849
30 21 191411
4 20 115614
42 30 83043
31 4 145997
2 19 186882
19 20 26315
31 2 247270
11 27 195049
21 1 180936
9 18 84682
33 20 105387
29 30 69739
40 9 121138
16 21 206562
29 11 184380
2 21 341942
17 22 134626
21 36 156800
14 6 213718
15 25 51269
43 37 160792
32 30 143408
36 41 168024
16 15 114016
3 5 109041
25 27 113069
27 21 35119
1 39 63804
19 30 100457
14 29 156026
39 10 143463
22 16 134020
38 27 205256
22 3 156590
42 14 124596
21 13 182835
3 33 109334
37 34 146030
27 26 225699
7 43 158470
19 17 94319
16 23 145837
37 17 90050
7 41 181342
29 40 47022
3 2 238553
26 32 86953
16 20 103897
21 10 217822
14 12 138967
4 35 130857
12 40 25294
1 7 57430
2 26 136400
34 43 124420
43 13 95960
25 37 167950
7 21 195170
35 5 114715
16 3 147231
15 33 23132
16 4 126567
42 28 82126
30 4 84538
29 23 121087
12 37 46823
2 6 232913
31 25 137515
27 10 182703
29 10 54136
34 17 69974
5 26 147893
12 30 56296
38 29 9063
25 34 21920
17 23 76607
12 5 146171
8 38 113695
12 20 74386
28 34 69813
29 16 42876
15 37 116681
42 24 53952
2 10 249862
22 25 95244
36 27 181716
9 16 102024
12 9 101748
34 36 117759
5 22 47566
8 3 78481
9 21 187465
11 16 167249
4 32 68138
42 21 193155
1 26 105590
31 29 131226
17 43 95393
33 23 126034
41 12 172555
12 15 89756
36 17 47758
27 7 210400
7 36 74820
28 1 74576
11 38 175317
21 22 243432
16 31 155948
2 12 231199
25 7 145623
33 34 52481
38 22 167833
11 36 136885
16 17 87324
30 36 54940
15 9 11992
32 23 106984
11 33 156381
2 24 178208
28 32 138925
9 22 100251
28 16 117830
25 30 84729
10 16 11260
26 8 157067
24 34 97987
21 32 208835
25 17 91894
1 29 50395
30 5 89875
5 15 56415
19 43 116486
41 10 64229
18 26 144293
3 25 95616
39 41 187716
27 13 155681
39 29 107477
34 32 119608
5 36 103910
3 12 109038
2 36 185142
29 9 115191
39 11 126322
18 43 158657
8 2 253405
13 23 49987
15 20 98685
40 11 142027
12 36 46057
43 28 124408
38 7 92016
30 23 69442
19 24 32378
8 7 128488
15 24 92622
12 39 85725
4 1 139233
24 7 97086
3 43 155300
24 35 131720
26 14 152514
37 10 104561
36 15 88383
20 31 93115
34 30 62809
28 38 104493
31 41 231437
24 6 143074
13 17 73793
2 29 237456
7 14 167730
42 15 116515
13 36 26035
9 43 141777
4 39 153233
42 17 75878
5 25 47678
32 35 174614
6 33 204257
31 35 128554
39 17 118404
9 3 98194
42 2 221497
11 31 198176
1 35 110265
15 30 33460
23 15 102902
9 37 128673
21 18 193593
18 33 119806
15 19 125000
3 15 86202
25 14 161644
8 41 132851
43 36 121995
12 22 183757
43 16 94787
28 11 127172
14 43 166878
4 13 121403
3 24 89881
18 1 108825
36 14 108531
26 38 91993
12 23 122079
38 34 118480
27 31 217751
24 40 43029
27 15 164338
1 40 3373
8 40 143280
8 29 122758
30 27 156292
37 28 92732
21 19 203361
33 35 123687
10 15 102764
28 19 60552
15 1 112390
2 15 219271
22 43 110159
27 22 208313
41 26 201295
18 15 96674
40 10 83032
41 4 179536
42 7 69649
27 2 319591
23 18 124262
19 37 88853
42 8 136062
31 12 117755
28 14 98818
15 35 100555
26 12 127511
41 29 118365
37 21 162642
12 4 140834
41 11 220218
24 1 46402
24 33 111439
27 4 135346
9 32 136965
1 27 190231
33 43 159150
34 31 115595
32 19 135046
13 39 107229
38 36 58722
14 39 174104
39 15 77779
36 23 76022
7 9 146496
24 27 143829
7 10 137089
19 35 151949
12 33 112888
40 43 139263
14 30 163454
29 33 126331
3 35 119837
17 7 122578
18 37 126981
41 40 147261
4 19 141929
14 32 181395
19 27 176207
25 18 45405
3 6 202140
25 2 270540
40 27 186858
7 33 111372
36 6 168835
2 14 248852
26 4 155091
42 6 173603
31 13 98904
4 43 166320
20 40 49092
36 4 139461
2 20 172145
22 37 184882
37 32 46193
11 3 164832
3 31 114201
36 42 36355
27 14 214473
8 16 79882
28 17 105073
9 4 68827
24 37 64558
29 15 103199
5 33 33283
4 21 170465
35 40 106907
9 27 152346
22 1 170121
39 40 60431
3 17 59907
32 41 195007
28 20 34237
26 24 81879
11 15 133249
34 13 109839
40 34 138495
34 10 73407
13 12 72092
43 42 126763
19 13 20526
29 22 176896
18 16 130674
14 15 163266
17 18 137299
8 21 165323
8 17 74759
36 32 88485
15 43 136018
14 17 156289
30 9 45452
24 4 121677
5 17 97040
2 41 185633
4 2 270349
15 21 199457
3 18 128257
29 13 93820
29 12 72316
8 31 120380
14 9 151274
4 18 96461
19 1 70697
9 26 134925
11 2 277206
16 41 75489
10 30 105749
34 35 88957
35 13 131423
3 29 122481
5 40 121178
6 16 141627
23 10 157097
34 15 29349
25 29 128145
11 10 155989
39 25 129048
4 22 124794
24 11 98998
14 5 113966
29 34 127543
17 33 63757
32 38 105681
10 31 167208
9 33 35124
20 27 149892
24 25 107828
2 7 209688
42 16 56180
30 11 150952
19 29 114346
20 8 102629
29 32 114744
30 2 185811
19 9 113008
23 24 61839
26 25 174202
26 19 90544
22 35 74696
42 33 108223
11 4 133036
7 5 104788
6 19 163326
19 31 119430
39 18 162897
11 5 129658
41 15 166985
14 34 149294
8 14 144509
38 4 145214
13 33 111158
38 20 82382
22 36 151476
23 26 20031
26 35 156568
42 9 128495
28 23 90013
8 11 99115
41 18 183643
14 18 133067
7 18 159509
7 22 152354
32 1 71095
38 41 109302
20 30 86747
32 18 164599
37 4 114331
41 25 138238
40 26 102217
27 35 214376
7 39 71430
7 35 160949
8 4 46685
5 41 163394
27 32 203484
41 21 184814
6 8 166475
20 14 76707
13 5 77875
12 21 202857
17 15 40625
29 20 91445
19 34 130365
19 40 67324
41 22 209509
34 7 133273
6 11 242072
22 24 125715
36 9 100375
34 20 104050
15 6 182858
43 20 90171
27 8 130204
4 17 91703
3 7 113599
43 12 144524
38 5 144238
1 12 28667
23 14 132483
22 28 152707
1 13 50171
21 11 230168
40 405
33 36 164471
26 32 88128
38 8 85140
2 6 150527
23 36 32179
40 18 94141
7 2 169818
37 8 69850
29 30 32660
27 12 88404
6 4 96142
38 20 104415
36 4 74708
38 31 90192
3 22 214946
17 16 96990
16 14 104282
26 2 125988
34 24 91217
8 7 66116
32 34 19368
31 26 141627
3 1 156009
22 30 79517
9 13 47598
22 21 199939
2 35 287025
5 29 83394
23 1 79979
25 34 140279
5 20 118440
36 15 89147
34 40 51187
34 4 32113
1 17 85918
39 11 254133
33 6 187359
32 6 121750
37 21 150765
18 7 171583
15 34 105517
6 28 219798
12 21 159813
4 11 136756
9 11 133327
39 29 136447
15 1 93687
38 2 188842
34 13 36634
11 15 210160
39 40 166305
14 26 65755
4 18 73613
11 2 276899
1 9 9974
5 28 175117
39 27 184934
19 39 153158
22 37 95235
36 18 130346
3 6 221557
7 5 159340
3 16 216421
1 19 13926
6 39 243373
5 39 200221
38 16 94837
11 34 104643
19 3 149987
22 18 134598
1 13 57572
28 31 211544
32 12 76309
10 33 169517
33 15 189311
28 23 148210
25 19 133491
5 37 84060
32 2 169544
19 21 127076
16 36 26339
36 32 94991
3 11 239714
40 6 116670
40 10 98828
10 20 62556
30 16 100320
36 14 77943
10 3 92218
8 3 174732
21 27 81992
22 1 78885
21 24 184722
18 23 98167
20 21 185145
24 1 57858
10 32 77455
35 6 313104
40 3 174489
19 20 102745
37 39 138764
38 27 86402
37 14 34305
27 28 159830
5 17 119055
30 26 61793
21 35 204094
35 40 236036
3 24 121996
14 27 42392
34 12 79021
22 25 206354
37 7 135966
12 3 178702
34 19 24732
35 3 215995
16 12 50346
39 14 150466
27 22 117947
32 11 124011
5 11 189746
30 18 74340
4 10 79754
4 22 80244
9 8 47774
14 3 158650
20 34 87829
20 7 204689
29 37 2317
3 30 154688
19 24 71784
24 8 111614
23 3 178515
10 35 156258
7 9 113890
17 28 189721
36 29 88666
1 34 38658
24 37 80491
17 24 143776
7 38 148154
14 10 82989
3 38 151657
40 33 110291
3 32 128353
34 27 69816
13 24 101765
31 21 232507
34 14 35348
23 7 111835
39 12 196478
33 4 91217
24 11 195860
16 6 193462
6 10 174959
1 29 33981
16 22 177498
8 33 129997
26 18 104115
17 14 61376
26 10 74665
37 25 146178
18 29 41680
3 34 135071
6 19 103523
8 30 39507
16 4 101047
36 28 180389
17 27 103768
14 2 147171
7 31 185457
31 32 126146
32 21 146757
31 22 204373
12 23 56186
14 8 43469
27 5 15287
7 16 105995
28 11 209409
12 33 140464
19 4 7381
17 8 104845
4 14 4689
1 6 117449
17 40 45537
14 12 53936
8 4 40234
31 12 129808
35 23 277399
34 22 97595
40 27 58231
15 12 65140
18 33 164830
11 10 188816
1 4 21307
10 22 158544
5 2 196926
18 39 177231
35 12 242742
38 4 48699
16 21 192078
21 9 131028
16 31 79462
38 11 121229
20 9 98793
13 2 186810
6 20 178615
31 30 138164
15 39 228025
33 23 171101
37 28 94040
10 13 94721
23 30 80611
11 16 213887
17 25 178524
12 30 49974
15 21 143933
28 32 98048
38 14 51934
36 19 78296
29 32 6325
35 13 250979
30 27 38430
18 8 113461
28 30 124383
21 2 253048
16 28 206728
4 23 81338
33 27 128920
