Case #1: 38
17 42 203989
17 44 231237
17 47 292918
18 20 240687
18 25 238614
18 30 255685
18 34 200236
18 37 213449
18 38 268615
19 27 165944
19 32 358526
19 38 334064
19 39 231222
19 40 197625
19 46 262574
19 47 120370
20 21 273405
20 28 235193
20 29 164713
20 30 163049
20 38 212855
20 41 145466
20 42 212106
21 33 71102
21 35 225108
21 41 246306
21 45 203375
22 25 190362
22 28 242701
22 29 157205
22 31 240801
22 32 244825
22 37 60021
22 42 219614
23 26 223120
23 27 202112
23 44 251545
24 34 282945
24 35 214586
24 39 175432
24 46 216020
26 28 384035
26 29 313555
26 30 311891
26 32 380235
26 39 182773
27 32 276128
27 36 94399
27 37 7778
27 41 100731
27 46 202404
28 34 127593
28 37 287706
28 43 436463
28 45 272506
29 46 319849
30 33 252983
30 35 273341
30 41 252143
31 35 181865
31 37 196336
31 38 228804
31 46 141459
32 43 438587
32 44 312961
33 35 164318
33 39 136132
33 40 318720
33 46 197941
34 35 217892
34 39 217613
34 41 196694
34 45 180761
34 47 106761
35 42 160678
35 45 93503
35 47 139038
36 40 153592
36 45 122825
37 38 175898
37 44 128157
38 39 239328
38 42 207617
38 43 260853
38 44 288499
39 41 102192
39 45 99634
41 43 190685
41 47 160236
42 44 188825
42 46 120272
42 47 190536
43 46 321872
43 47 348482
45 47 210486
Case #202: 39
1 2 914118
2 10 598790
2 18 283702
3 20 776283
3 22 853966
4 6 800955
4 12 661351
5 19 781795
5 21 185707
6 7 360595
6 8 744240
6 21 169279
7 14 889938
7 15 717268
7 21 529874
8 13 75441
8 23 709335
9 11 716199
9 12 668880
9 14 675899
9 19 871801
9 20 816535
9 24 425955
10 15 744286
11 16 276489
11 21 519621
12 20 399164
12 22 501486
14 19 707794
14 25 628802
14 26 686713
15 18 429198
15 22 498904
15 23 192410
16 21 708359
18 24 435200
19 26 920062
20 22 604494
24 26 539281
Case #203: 11
1 8 910127
2 6 495133
2 9 463410
2 11 466833
3 6 617572
4 5 489160
5 6 242727
6 7 865920
6 10 530375
8 9 119722
9 10 757719
Case #204: Impossible
Case #205: Impossible
Case #206: 253
1 2 36521
1 3 118578
1 4 249638
1 6 282146
1 7 331686
1 8 302146
1 10 107215
1 11 233197
1 12 161972
1 14 96786
1 15 122603
1 16 210793
1 17 285189
1 18 137688
1 19 154715
1 21 158510
1 22 194683
1 23 298337
1 24 250214
1 25 175675
2 3 82057
2 5 172179
2 6 292368
2 7 295165
2 8 265625
2 9 259754
2 11 213138
2 12 198493
2 13 207323
2 14 133307
2 15 86082
2 16 219215
2 17 299678
2 18 174209
2 19 186886
2 20 256562
2 21 121989
2 22 205314
2 23 261816
2 24 213693
2 25 139154
3 4 249381
3 5 247923
3 6 334348
3 7 337145
3 8 307605
3 9 287244
3 10 112674
3 12 270177
3 13 249303
3 15 128062
3 16 261195
3 17 313143
3 18 245893
3 20 298542
3 21 204046
3 22 247294
3 23 272258
3 24 255673
3 25 181134
4 6 168083
4 7 148547
4 8 194826
4 9 37863
4 10 239681
4 11 84479
4 13 242607
4 14 252165
4 15 224293
4 16 154175
4 19 218953
4 20 244886
4 21 175628
4 23 237409
4 24 96682
4 25 171221
5 6 146488
5 8 173231
5 9 267173
5 11 233009
5 13 198570
5 14 232444
5 15 119861
5 16 75135
5 17 165548
5 21 247511
5 23 215814
5 24 141328
5 25 66789
6 7 179105
6 9 205946
6 10 221674
6 11 187656
6 12 120174
6 14 339608
6 15 237062
6 16 180094
6 17 231845
6 18 144458
6 19 161485
6 20 134284
6 21 173059
6 23 69326
6 24 260577
6 25 209217
7 8 152362
7 9 110684
7 10 224471
7 12 245054
7 13 94060
7 14 348623
7 15 209083
7 16 293875
7 17 212309
7 18 220770
7 19 203743
7 20 115236
7 23 231973
7 24 81472
7 25 156011
8 9 232689
8 10 194931
8 11 214399
8 12 146917
8 14 312865
8 15 210319
8 17 258588
8 18 171201
8 19 188228
8 20 107541
8 21 146316
8 22 228196
8 23 96069
8 24 233834
8 25 235960
9 10 208372
9 12 251958
9 13 204744
9 14 290028
9 15 192984
9 16 192038
9 17 101625
9 18 265143
9 20 225920
9 21 137765
9 22 306380
9 24 134545
9 25 209084
10 11 161756
10 12 157503
10 13 136629
10 14 204001
10 15 15388
10 17 228984
10 18 133219
10 19 116192
10 20 185868
10 21 192683
10 22 134620
10 23 191122
10 25 68460
11 13 179163
11 14 287037
11 15 146368
11 16 157874
11 17 98634
11 18 230979
11 19 247172
11 20 228402
11 21 91149
11 22 287974
11 23 223514
11 24 181161
11 25 199440
12 13 205219
12 16 59920
12 17 150333
12 18 24284
12 19 41311
12 20 175645
12 21 232296
12 22 81279
12 23 189500
12 25 89043
13 14 254563
13 15 152017
13 16 260390
13 17 247553
13 20 49239
13 21 88014
13 22 257595
13 23 154371
13 24 175532
13 25 205089
14 15 219389
14 16 278816
14 17 188403
14 18 234474
14 19 251501
14 20 303802
14 21 255296
14 22 271466
14 23 395123
14 24 347000
14 25 272461
15 16 163909
15 17 244372
15 18 117831
15 19 100804
15 20 201256
15 21 208071
15 22 150008
15 23 206510
15 25 53072
16 17 90413
16 18 73105
16 19 90132
16 20 224466
16 21 172376
16 22 130100
16 23 249420
16 24 212403
16 25 137864
17 18 163518
17 19 180545
17 20 296792
17 21 189783
17 22 220513
17 24 160444
17 25 228277
18 19 17027
18 20 151361
18 22 56995
18 23 213784
18 24 139298
18 25 64759
19 21 233602
19 22 49564
19 23 230811
19 24 122271
19 25 47732
20 21 137253
20 22 208356
20 23 203610
20 24 196708
21 22 251319
21 23 242385
21 25 185870
22 23 270779
22 24 171835
22 25 97296
23 24 236589
24 25 74539
Case #207: 107
1 2 266274
1 4 318083
1 5 211344
1 6 208077
1 7 356486
1 11 330020
1 12 149975
1 13 139104
1 14 378386
1 15 286919
1 16 64599
1 17 33415
2 3 360938
2 4 204779
2 5 255490
2 6 261127
2 7 90212
2 8 301777
2 9 183489
2 10 308605
2 11 425634
2 13 366544
2 14 112112
2 15 20645
2 16 330873
2 17 299689
3 4 363170
3 5 402803
3 6 253164
3 7 409860
3 8 197860
3 9 330802
3 10 249814
3 12 511215
3 13 533515
3 14 248826
3 15 340293
3 16 424625
3 17 427826
4 5 141755
4 6 110006
4 7 210128
4 8 165310
4 9 69754
4 10 223617
4 12 355056
4 14 275601
4 15 184134
4 16 288500
4 17 284668
5 6 149639
5 7 212375
5 8 204943
5 9 72001
5 10 172420
5 11 362610
5 14 326312
5 16 146745
5 17 177929
6 7 218012
6 8 55304
6 9 77638
6 11 330861
6 12 358052
6 13 280351
6 14 331949
6 15 240482
6 17 174662
7 8 273316
7 9 140374
7 10 331623
7 11 430983
7 12 240489
7 13 276332
7 14 161034
7 17 382021
8 9 132942
8 10 168915
8 11 386165
8 14 372599
9 10 191249
9 11 290609
9 12 333766
9 13 355619
9 14 254311
10 13 372599
10 15 287960
10 16 298094
10 17 266910
11 12 479995
11 13 402294
11 14 496456
11 15 404989
11 17 296605
12 13 289079
12 14 262389
12 15 170922
12 16 214574
12 17 183390
13 14 437366
13 15 345899
13 16 136873
13 17 105689
14 16 442985
14 17 411801
15 16 351518
16 17 31184
Case #208: Impossible
Case #209: 481
1 2 112933
1 3 208927
1 5 40919
1 6 119878
1 7 79173
1 8 29310
1 9 26285
1 10 92279
1 11 128915
1 12 69613
1 13 49982
1 14 64537
1 15 24107
1 16 62885
1 17 60296
1 18 30
1 19 78384
1 20 104677
1 21 29468
1 22 58326
1 23 126783
1 24 76544
1 25 49620
1 26 12230
1 28 85151
1 29 12490
1 30 166453
1 31 40132
1 32 137240
1 33 66594
2 3 189291
2 4 62268
2 5 129392
2 6 232811
2 7 167646
2 8 88167
2 9 114758
2 10 180752
2 11 225889
2 12 158086
2 13 138455
2 14 153010
2 15 112580
2 16 121742
2 17 148769
2 18 112963
2 19 125083
2 20 193150
2 22 146799
2 24 165017
2 26 100703
2 27 154125
2 28 173624
2 29 100963
2 30 254926
2 31 105824
2 32 250173
2 33 155067
3 4 193358
3 5 224771
3 6 264970
3 8 179617
3 10 228655
3 11 218024
3 12 195420
3 13 182084
3 14 200496
3 15 207959
3 16 213192
3 17 189465
3 18 208897
3 19 130543
3 20 222730
3 21 238335
3 22 249594
3 23 262136
3 24 174697
3 25 194403
3 26 219836
3 27 270850
3 28 221110
3 29 220096
3 30 284506
3 31 217816
3 32 306412
3 33 184647
4 5 67124
4 6 170543
4 7 105378
4 8 25899
4 9 52490
4 10 118484
4 11 163621
4 12 95818
4 13 76187
4 14 90742
4 15 50312
4 17 86501
4 18 50695
4 19 62815
4 20 130882
4 21 64174
4 22 84531
4 23 152988
4 24 102749
4 25 1045
4 26 38435
4 27 91857
4 28 111356
4 29 38695
4 30 192658
4 31 80690
4 32 187905
4 33 92799
5 6 160797
5 7 95632
5 8 70229
5 9 42744
5 10 108738
5 11 153875
5 12 86072
5 13 42687
5 14 80996
5 15 16812
5 16 103804
5 17 76755
5 19 94228
5 20 121136
5 22 58447
5 23 143242
5 24 93003
5 25 66079
5 26 28689
5 27 82111
5 29 28949
5 30 182912
5 31 70944
5 32 167015
5 33 83053
6 7 142432
6 8 149188
6 9 146163
6 10 212157
6 11 163308
6 12 132872
6 13 169860
6 14 127796
6 15 143985
6 16 182763
6 17 180174
6 18 119908
6 19 134427
6 20 224555
6 21 149346
6 22 178204
6 23 148814
6 24 178581
6 25 169498
6 26 132108
6 28 107182
6 29 132368
6 30 286331
6 31 160010
6 32 257118
6 33 186472
7 9 52888
7 10 118882
7 11 151476
7 12 9560
7 13 70004
7 16 59344
7 17 91587
7 19 74437
7 20 118353
7 21 92682
7 22 84929
7 23 76276
7 24 90220
7 25 104333
7 26 66943
7 27 120365
7 28 35250
7 29 67203
7 30 180129
8 9 55595
8 10 121589
8 11 154484
8 12 98923
8 13 79292
8 14 93847
8 15 53417
8 16 33575
8 18 29280
8 20 133987
8 21 58718
8 22 87636
8 23 156093
8 24 93228
8 25 24854
8 26 41540
8 27 94962
8 28 114461
8 29 41800
8 30 195763
8 31 69442
8 32 166550
8 33 95904
9 10 65994
9 11 111515
9 12 43328
9 13 51807
9 14 38252
9 15 25932
9 16 89170
9 17 38699
9 18 26315
9 19 94413
9 20 78392
9 21 39794
9 22 32041
9 23 100498
9 24 50259
9 25 51445
9 26 14055
9 27 67477
9 28 58866
9 29 14315
9 30 140168
9 31 28200
9 32 163525
9 33 40309
10 11 177509
10 12 109322
10 13 117801
10 14 104246
10 15 91926
10 16 155164
10 17 104693
10 18 92309
10 19 160407
10 20 144386
10 21 105788
10 23 166492
10 25 117439
10 26 80049
10 27 123897
10 28 124860
10 29 80309
10 30 204449
10 32 229519
10 33 106303
11 12 154843
11 13 156951
11 14 149767
11 15 137063
11 16 167114
11 17 150214
11 18 128885
11 19 105410
11 20 109289
11 21 99447
11 22 143556
11 23 212013
11 24 61256
11 25 162576
11 26 125186
11 27 178608
11 28 170381
11 31 139715
11 32 266155
11 33 71206
12 14 5076
12 15 69260
12 16 68904
12 17 82027
12 18 69643
12 19 64877
12 20 121720
12 21 83122
12 22 75369
12 23 66716
12 24 93587
12 26 57383
12 28 25690
12 29 57643
12 30 183496
12 31 71528
12 32 200095
13 14 84640
13 15 25875
13 16 112867
13 17 85818
13 19 51541
13 20 130199
13 21 63491
13 22 67510
13 23 146280
13 24 95695
13 25 75142
13 27 91174
13 28 105254
13 29 38012
13 30 191975
13 31 35732
13 32 124328
13 33 92116
14 15 64184
14 16 73980
14 18 64567
14 19 69953
14 20 116644
14 21 78046
14 22 70293
14 23 62246
14 24 88511
14 25 89697
14 26 52307
14 27 105729
14 28 20614
14 29 52567
14 30 178420
14 31 66452
14 32 201777
14 33 78561
15 16 86992
15 17 59943
15 18 24137
15 19 77416
15 20 104324
15 21 37616
15 22 41635
15 23 126430
15 24 76191
15 25 49267
15 26 11877
15 27 65299
15 28 84798
15 29 12137
15 30 166100
15 31 54132
15 32 150203
15 33 66241
16 18 62855
16 19 82649
16 20 167562
16 21 67667
16 22 121211
16 23 135620
16 24 126803
16 26 75115
16 27 128537
16 28 94594
16 29 75375
16 30 229338
16 31 103017
16 33 129479
17 18 60326
17 19 58922
17 20 117091
17 21 53656
17 22 70740
17 23 139197
17 24 88958
17 25 85456
17 27 101488
17 28 97565
17 29 48326
17 30 178867
17 31 66899
17 32 186027
17 33 79008
18 19 78354
18 20 104707
18 22 58356
18 23 126813
18 25 49650
18 26 12260
18 27 65682
18 28 85181
18 29 12520
18 30 166483
18 31 40162
18 32 137270
18 33 66624
19 20 92187
19 21 107792
19 22 119051
19 23 131593
19 24 44154
19 25 63860
19 26 89293
19 27 140307
19 28 90567
19 29 89553
19 30 153963
19 32 175869
19 33 54104
20 21 118186
20 22 110433
20 23 178890
20 24 48033
20 25 129837
20 26 92447
20 28 137258
20 29 92707
20 30 137942
20 32 241917
20 33 38083
21 22 71835
21 23 140292
21 24 90053
21 26 25739
21 27 79161
21 28 98660
21 29 25999
21 30 179962
21 31 67994
21 32 166708
21 33 80103
22 23 132539
22 25 83486
22 26 46096
22 27 99518
22 28 90907
22 29 46356
22 30 172209
22 31 60241
22 32 191838
22 33 72350
23 24 150757
23 25 151943
23 26 114553
23 27 167975
23 28 41632
23 29 114813
23 30 240666
23 31 128698
23 32 264023
24 25 101704
24 26 64314
24 27 117736
24 28 109125
24 29 64574
24 30 109809
24 32 213784
24 33 9950
25 26 37390
25 27 90812
25 28 110311
25 29 37650
25 30 191613
25 31 79645
25 32 186860
25 33 91754
26 27 53422
26 28 72921
26 29 260
26 30 154223
26 31 42255
26 32 149470
26 33 54364
27 28 126343
27 29 53682
27 30 207645
27 31 95677
27 32 202892
27 33 107786
28 29 73181
28 30 199034
28 32 222391
28 33 99175
29 30 154483
29 31 42515
29 32 149730
29 33 54624
30 31 168368
30 32 303693
30 33 99859
31 32 160060
31 33 68509
32 33 203834
Case #210: 34
2 4 318403
2 10 903966
2 12 187798
3 4 388957
3 15 968354
3 17 810458
3 19 396027
3 20 679750
4 7 210679
5 6 9005
5 10 751865
5 16 465838
6 9 134564
6 12 227203
6 18 316801
7 10 743683
7 14 429412
8 18 818207
8 20 669053
9 13 78575
9 14 406117
9 15 766781
10 14 842690
10 16 900479
11 20 457604
12 13 171214
12 17 516246
12 19 101815
13 14 484692
14 15 724165
14 18 193287
15 19 658295
16 18 773634
18 20 574722
Case #211: 226
1 4 76623
1 5 222529
1 6 169367
1 7 129583
1 8 118267
1 10 98086
1 12 121037
1 14 115202
1 15 47303
1 16 34175
1 17 7436
1 18 156384
1 19 79465
1 21 21737
1 23 145217
1 24 158887
1 25 20887
2 3 390836
2 4 221548
2 5 333951
2 6 193142
2 7 274508
2 8 272084
2 9 320358
2 11 194976
2 12 144812
2 13 317743
2 14 269019
2 15 112494
2 17 152361
2 18 221575
2 19 224390
2 21 166662
2 23 299034
2 24 224078
2 25 165812
3 4 284341
3 6 375385
3 7 364203
3 9 383151
3 10 332706
3 11 364405
3 12 327055
3 13 463158
3 14 331812
3 15 281923
3 17 242056
3 18 391004
3 19 314085
3 20 393356
3 21 227755
3 23 361827
3 24 393507
3 25 228605
4 5 266270
4 8 162008
4 9 210282
4 10 159837
4 11 191536
4 12 155886
4 13 264357
4 15 109054
4 16 69024
4 17 69187
4 18 218135
4 19 84460
4 20 220487
4 21 56586
4 22 128098
4 23 188958
4 24 220638
4 25 55736
5 6 295154
5 7 204836
5 8 110392
5 9 158666
5 10 173339
5 11 225282
5 12 310684
5 14 107327
5 15 221457
5 16 223822
5 17 223985
5 20 168871
5 21 211384
5 22 138172
5 23 137342
5 24 192733
5 25 210534
6 7 256295
6 8 190892
6 11 284280
6 14 187827
6 15 201798
6 16 135192
6 18 310879
6 20 249371
6 21 147630
6 22 218672
6 23 171285
6 25 148480
7 8 171973
7 9 220247
7 10 31497
7 11 244496
7 12 207965
7 13 300254
7 14 168908
7 15 162014
7 16 148886
7 17 122147
7 18 81782
7 19 194176
7 20 230452
7 21 136448
7 22 199753
7 23 198923
7 24 254314
7 25 135598
8 10 203470
8 12 206422
8 13 128281
8 15 159590
8 16 119560
8 18 253755
8 19 88297
8 21 107122
8 22 33910
8 23 26950
9 10 251744
9 14 51339
9 15 207864
9 16 167834
9 17 167997
9 19 136571
9 20 112883
9 22 82184
9 23 21324
9 24 136745
9 25 154546
10 11 212999
10 14 200405
10 15 130517
10 16 117389
10 17 90650
10 19 162679
10 20 261949
10 21 104951
10 22 176463
10 23 230420
10 25 104101
11 12 235950
11 13 154996
11 15 82482
11 16 149088
11 19 194378
11 20 279957
11 22 208162
11 23 248428
11 24 133007
11 25 135800
12 13 172931
12 15 153468
12 17 113601
12 18 262549
12 19 150925
12 20 264901
12 21 99300
12 22 172512
12 24 265052
13 14 131346
13 15 237478
13 16 247841
13 17 248004
13 18 346559
13 19 179897
13 21 235403
13 22 162191
13 23 101331
13 24 216752
13 25 234553
14 15 156525
14 16 116495
14 17 116658
14 18 250690
14 20 61544
14 23 30015
14 24 85406
14 25 103207
15 16 66606
15 17 39867
15 18 109081
15 19 111896
15 20 218069
15 24 111584
15 25 53318
16 17 26739
16 19 98768
16 20 178039
16 21 12438
16 23 146510
16 24 178190
17 20 178202
17 21 14301
17 22 85813
17 23 146673
17 24 151451
17 25 13451
18 19 220977
18 20 312234
18 21 163249
18 22 234761
18 23 280705
18 24 220665
18 25 162399
19 20 146776
19 21 86330
19 23 115247
19 24 170638
20 23 91559
20 25 164751
21 22 73212
21 24 165752
21 25 850
22 25 72362
24 25 164902
Case #212: Impossible
Case #213: Impossible
Case #214: 67
1 5 257202
1 12 202440
1 18 362928
1 27 199335
2 14 60771
2 19 290176
2 22 59521
2 33 374684
3 27 357390
3 31 78354
4 14 309543
4 17 281412
4 23 311353
4 24 631249
4 33 309473
4 34 364023
5 34 496020
5 36 524983
6 22 522099
6 23 526728
6 25 905275
6 29 841204
7 20 826742
7 26 837713
7 29 485059
7 32 473228
8 20 569102
8 35 229097
9 11 382069
9 13 197345
9 21 435566
9 26 700717
9 32 336232
9 33 305699
9 39 545805
11 14 426031
11 32 524508
12 14 18102
12 16 673158
12 25 398459
12 39 626814
13 19 296961
13 20 644229
14 28 603551
17 23 29941
17 24 349837
17 26 496594
17 33 340475
17 36 353149
17 39 580581
18 21 675489
18 30 873641
19 25 545423
20 34 738476
22 40 384705
25 29 994812
26 36 799874
26 40 86577
27 38 33685
27 41 168032
28 32 553733
28 37 740031
29 33 672579
29 36 587492
32 36 233701
36 37 557605
39 40 676180
Case #215: 21
1 18 731940
1 26 826387
2 6 849230
2 8 820937
2 18 764866
3 11 992186
3 24 655060
6 24 680857
7 10 898790
10 18 893302
13 28 603257
13 29 514839
16 27 530642
18 19 871262
18 20 747398
18 21 940197
18 28 594460
22 24 408648
23 26 924611
24 26 779477
24 27 882745
Case #216: Impossible
Case #217: Impossible
Case #218: Impossible
Case #219: 12
1 9 366799
2 3 245914
2 9 350660
3 4 390597
3 6 150979
3 7 258188
4 6 257460
4 7 506379
4 9 143445
5 6 700991
5 9 732317
6 8 107201
Case #220: Impossible
Case #221: 312
1 2 103494
1 4 212971
1 5 117814
1 6 3958
1 7 160881
1 8 122374
1 10 169195
1 11 94477
1 12 167133
1 14 170912
1 15 164152
1 16 248484
1 19 15936
1 20 115822
1 21 28433
1 22 59508
1 23 259642
1 24 170977
1 25 52005
1 26 95135
1 27 131065
1 28 170583
1 29 31212
1 30 81666
2 4 233820
2 5 161483
2 6 100179
2 7 246089
2 9 247345
2 10 265416
2 12 210802
2 13 215172
2 14 191761
2 16 290197
2 17 181004
2 18 274009
2 20 163093
2 21 75704
2 22 163002
2 23 301355
2 27 174734
2 30 177887
3 4 292661
3 5 220324
3 6 159020
3 7 304930
3 8 222928
3 9 188504
3 10 324257
3 13 274013
3 14 250602
3 17 239845
3 18 215168
3 19 147042
3 22 221843
3 23 360196
3 24 250537
3 25 110330
3 26 257470
3 30 236728
4 5 152411
4 6 209013
4 8 251398
4 9 117366
4 10 201917
4 11 153350
4 12 103092
4 14 42059
4 15 198749
4 17 268315
4 19 197035
4 20 97149
4 22 211465
4 24 42124
4 25 262405
4 26 175838
4 28 325393
4 29 187317
4 30 140539
5 6 121772
5 7 141723
5 10 150037
5 12 49319
5 13 111584
5 14 115706
5 15 46338
5 16 225813
5 18 217677
5 20 160561
5 21 146247
5 22 163754
5 23 236971
5 24 115771
5 25 109994
5 27 13251
5 28 259821
5 30 62508
6 9 242261
6 10 165237
6 11 90519
6 12 171091
6 13 115636
6 16 244526
6 17 135333
6 18 268925
6 19 11978
6 20 111864
6 21 24475
6 23 255684
6 24 167019
6 25 55963
6 26 99093
6 27 135023
6 29 27254
6 30 77708
7 9 301818
7 12 191042
7 13 128291
7 14 257429
7 15 188061
7 18 328482
7 19 168901
7 20 268787
7 21 181398
7 23 344397
7 25 194600
7 26 209694
7 27 154974
7 28 162205
7 29 184177
8 9 134032
8 10 156744
8 11 133508
8 12 232524
8 13 169773
8 14 209339
8 15 229543
8 16 300993
8 17 16917
8 19 106438
8 21 93941
8 22 181882
8 23 312151
8 25 174379
8 28 129959
8 29 91162
9 11 266332
9 15 237351
9 16 354092
9 17 150949
9 18 26664
9 19 230283
9 22 244713
9 23 342934
9 25 271269
9 29 220565
9 30 253521
10 11 74718
10 12 182277
10 13 130196
10 14 159858
10 17 173661
10 18 261829
10 19 177215
10 20 104768
10 21 189712
10 22 158455
10 23 387008
10 24 159923
10 25 221200
10 27 163288
10 30 87529
11 12 124638
11 13 55478
11 14 191025
11 15 121657
11 16 301132
11 17 149350
11 18 292996
11 19 102497
11 21 114994
11 23 312290
11 24 191090
11 25 146482
11 26 143275
11 27 88570
11 28 221576
11 29 117773
11 30 12811
12 13 160903
12 14 145151
12 15 95657
12 16 216857
12 17 248366
12 18 247122
12 19 183069
12 21 195566
12 22 213073
12 23 228015
12 24 145216
12 25 159313
12 26 233208
12 27 62570
12 28 309140
12 29 198345
12 30 111827
13 14 221576
13 15 157922
13 19 127614
13 20 227500
13 22 52170
13 23 348290
13 24 221641
13 25 163683
13 27 124835
13 28 166098
13 29 142890
13 30 49076
14 15 162044
14 16 278915
14 18 101971
14 20 55090
14 22 169406
14 23 267757
14 24 65
14 27 102455
14 29 145258
14 30 178214
15 16 272151
15 18 264015
15 19 180088
15 20 206899
15 21 192585
15 23 283309
15 24 162109
15 25 156332
15 26 230227
15 27 59589
15 28 239342
15 29 195364
16 18 380756
16 19 232548
16 20 307440
16 21 220051
16 22 284962
16 23 11158
16 25 300489
16 26 320589
16 27 239064
16 28 171034
16 30 288321
17 19 123355
17 20 198247
17 22 198799
17 23 329068
17 27 212298
17 28 146876
17 29 108079
17 30 136539
18 21 244450
18 22 271377
18 23 369598
18 24 101906
18 25 244605
18 27 204426
18 28 290655
18 29 247229
18 30 280185
19 20 99886
19 22 75444
19 24 155041
19 26 111071
19 29 15276
19 30 89686
20 21 87389
20 23 318598
20 25 167827
20 26 188869
20 28 278489
20 29 90168
20 30 189572
21 22 87941
21 23 231209
21 25 80438
21 26 123568
21 28 191100
21 29 2779
21 30 102183
22 23 296120
22 24 169471
22 27 177005
22 28 113928
22 29 90720
23 24 267692
23 26 331747
23 28 182192
23 30 299479
24 25 222982
24 26 133844
24 27 102520
24 29 145323
24 30 178279
25 26 147140
25 27 123245
25 28 149827
25 29 83217
25 30 133671
26 28 149555
26 30 136873
28 29 193879
28 30 215174
29 30 104962
Case #222: 117
1 2 103154
1 5 7113
1 7 134398
1 8 169650
1 10 76320
1 14 56768
1 15 44448
1 16 3217
1 22 205948
1 23 214184
2 4 288931
2 5 110267
2 6 227348
2 13 294590
2 18 35740
2 19 164190
2 20 174707
2 22 309102
2 23 148566
3 5 167848
3 10 237055
3 11 195753
3 14 217503
3 17 338374
3 18 269702
3 19 185886
3 21 285327
3 23 156876
4 6 418395
4 10 186871
4 12 269429
4 13 252359
4 15 230225
4 16 188994
4 17 210353
4 19 246813
4 22 391725
5 8 162537
5 9 261958
5 11 27905
5 12 151765
5 13 184323
5 15 37335
5 16 10330
5 18 146007
5 19 53923
5 22 198835
5 23 207071
6 7 264955
6 8 385560
6 9 433301
6 10 315220
6 11 273918
6 13 250048
6 14 295668
6 19 264051
6 20 287463
7 9 389243
7 11 155190
7 12 179740
7 13 309821
7 15 164620
7 17 267815
7 18 217554
7 19 181208
7 20 62845
7 22 326120
8 9 424495
8 13 258429
8 14 112882
8 15 199872
8 17 264790
8 19 216460
8 21 331696
9 15 224623
9 16 272288
9 18 213031
9 19 279996
10 13 253530
10 16 79537
10 17 239307
10 19 123130
10 21 261356
10 22 268042
10 23 276278
11 12 179670
11 13 184627
11 14 77560
11 15 65240
11 16 24009
11 17 142621
11 22 212378
12 14 102110
12 15 189100
12 22 350600
13 18 330330
13 19 130400
13 22 275312
14 19 103578
14 21 241804
14 23 256726
15 16 47665
15 18 183342
15 20 101775
15 23 169736
16 22 209165
16 23 217401
17 18 302307
17 21 261906
17 22 317318
17 23 377597
18 19 199930
18 22 344842
18 23 112826
19 20 118363
19 21 210187
19 22 144912
Case #223: Impossible
Case #224: 16
1 5 498879
1 6 410629
2 3 394070
2 4 407177
2 5 698932
2 6 610682
2 7 262572
3 4 276103
3 5 567259
3 6 574775
3 7 131498
4 6 569215
4 7 144605
5 6 88250
5 7 625570
6 7 706273
Case #225: 96
1 2 201019
1 4 231076
1 5 19093
1 6 182834
1 7 58749
1 8 313857
1 9 164305
1 10 233665
1 12 299519
1 13 150348
1 14 3679
1 17 275404
2 3 71859
2 4 257166
2 5 181926
2 7 142270
2 8 306578
2 9 219962
2 10 62924
2 12 292240
2 13 107807
2 14 197340
2 15 226889
3 5 167203
3 6 68434
3 7 127547
3 10 47369
3 12 220381
3 13 35948
3 14 182617
3 16 343699
3 17 316284
4 6 310045
4 8 476330
4 9 395381
4 11 553071
4 12 461997
4 13 277559
4 14 234755
4 15 288169
4 16 395837
5 6 163741
5 8 325592
5 10 214572
5 11 381220
5 12 311254
5 13 131255
5 14 15414
5 16 176496
5 17 256311
6 7 124085
6 8 303153
6 13 32486
6 16 340237
7 8 362266
7 9 215696
7 10 174916
7 12 347928
7 13 91599
7 14 55070
7 15 108484
7 16 216152
7 17 216655
8 9 345095
8 10 282088
8 11 381211
8 12 14338
8 15 363592
8 16 471260
9 10 282886
9 11 205180
9 14 160626
9 17 432351
10 11 468216
10 13 83317
10 14 229986
10 15 202399
10 16 391068
11 12 366873
11 13 431474
11 14 365806
11 15 312392
11 17 558141
12 13 256329
12 14 295840
12 15 349254
12 17 191268
13 14 146669
13 15 119082
13 16 307751
13 17 285273
14 15 53414
14 16 161082
14 17 271725
15 16 214496
16 17 432807
Case #226: 176
1 6 99164
1 8 84267
1 12 341922
1 13 224471
1 19 203323
1 21 115130
1 27 363295
1 32 149324
1 33 45230
1 36 183153
2 10 193650
2 11 267181
2 23 261066
2 25 317870
2 26 213770
2 28 149764
2 31 170517
3 11 383260
3 12 456087
3 13 281459
3 15 222379
3 17 102933
3 20 332218
3 21 230443
3 22 356516
3 31 210463
3 34 258552
3 37 355451
3 38 204662
3 39 245115
4 6 174894
4 13 171534
4 15 171560
4 25 382825
4 30 108886
4 33 30500
5 7 314529
5 13 245042
5 26 378842
5 28 315699
5 29 90907
5 32 157101
5 38 273289
6 9 144676
6 12 411627
6 15 127092
6 18 183400
6 26 268842
6 27 302889
6 30 283780
6 32 88915
6 33 144394
7 8 171948
7 9 210703
7 13 288975
7 18 218227
7 24 302081
7 31 217979
7 36 242434
8 14 106263
8 29 130604
8 30 177859
8 31 69208
9 14 145018
9 19 157811
9 21 160642
9 25 359838
9 26 261629
9 30 139104
9 32 103812
9 33 282
9 37 74668
10 20 307993
10 34 206156
10 37 147459
11 16 352887
11 17 351114
11 18 187511
11 23 286628
11 26 326463
11 31 172797
